society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Environment Rating,Lifestyle Rating ,Connectivity Rating,Saftey Rating,furnishing_status,Private Garden / Terrace,Maintenance Staff,Water Storage,Park,Visitor Parking,Waste Disposal,Rain Water Harvesting,Security,cumulative_weight,latitude,longitude,region_cluster
independent,0.7,8101,864,4,2,0,2,1,10+ Year Old,4,4,5,3,Fully Furnished,0,0,1,0,0,0,0,0,0,28.4531749,77.0153287,0
independent,6.25,6944,6430.5,3,3,0,1,0,5 to 10 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4243234,77.0383471,0
independent,1.2,14184,846,4,4,2,2,1,1 to 5 Year Old,3,4,5,4,Fully Furnished,0,0,0,1,1,0,0,0,1,28.4601,77.02635,0
independent,0.49,4260,1150,2,2,1,3,0,0 to 1 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4243234,77.0383471,0
Gated Community,2,10582,1890,10,10,3,3,0,5 to 10 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4477546,77.0326924,0
independent,0.37,9390,394,1,1,0,3,0,5 to 10 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,45.14914,11.82057,-1
Gated Community,0.42,84000,50,5,3,2,3,0,1 to 5 Year Old,5,5,4,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.3981205,76.9411257,0
independent,0.75,6938,1081,3,1,0,1,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,3.5,15555,2250,10,1,0,1,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4552808,77.0237905,0
independent,4.5,33333,1350,5,5,3+,2,0,10+ Year Old,5,5,5,5,Fully Furnished,0,0,1,0,0,0,0,0,0,28.4714278,77.0939848,0
independent,1.16,7539,1539,1,1,0,1,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,0.9,10000,900,3,4,3,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,1,0,0,0.5,28.4601,77.02635,0
Gated Community,0.75,10067,745,2,2,2,11,2,0 to 1 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,0,28.3910112,76.9900243,0
independent,0.13,1649,788,1,1,0,0,3,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,0.96,10000,960,7,4,2,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,2,28.4803924,77.0190946,0
Gated Community,1.35,10000,1350,5,5,3+,4,0,1 to 5 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4243234,77.0383471,0
Gated Community,0.65,13000,500,2,1,1,3,0,5 to 10 Year Old,4,4,5,4,Unfurnished,0,0,1,0,0,0,0,0,0,28.4601,77.02635,0
independent,11,28898,3806,8,11,3+,3,0,10+ Year Old,4,5,5,4,Fully Furnished,1,0,1,1,1,0,0,0,3,28.503445,77.0952048,0
Gated Community,15.7,28200,6390,9,12,3+,3,2,1 to 5 Year Old,4,5,3,4,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.3985617,77.0978276,0
independent,0.66,7168,921,2,2,3,4,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,33.40124,44.46749,-1
independent,4.6,20444,2250,1,1,0,1,0,0 to 1 Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4730128,77.0482686,0
Gated Community,3.6,19231,1809,5,5,3+,4,2,0 to 1 Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,1.9,35185,540,3,3,3+,3,0,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,0,47.27541,8.4897,-1
Gated Community,1.5,6289,2385,3,3,2,1,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,2.5,17857,1400,5,4,3,1,0,10+ Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,1,28.4552808,77.0237905,0
independent,0.7,7000,1000,2,2,1,5,2,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,0.85,14166,600,5,5,3+,4,0,0 to 1 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4600745,76.9661988,0
Gated Community,2,30968,646,9,9,3,11,1,1 to 5 Year Old,4,5,4,4,Fully Furnished,0,0,0,0,0,0,0,0,0.5,28.4714278,77.0939848,0
independent,0.7,7777,900,1,1,0,1,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,0.89,18658,477,5,3,2,2,0,10+ Year Old,4,4,4,4,Unfurnished,0,0,0,1,0,0,0,0,0,28.4601,77.02635,0
independent,0.8,10484,763,1,1,0,1,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,1.6,160000,100,3,2,2,41,0,1 to 5 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4545711,77.097856,0
independent,0.89,8127,1095,1,1,0,1,0,0 to 1 Year Old,4,4,3,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,1.34,5000,2680,1,1,0,1,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4421059,77.1112654,0
independent,1.7,8000,2125,5,5,3,3,0,5 to 10 Year Old,3,4,5,4,Fully Furnished,1,0,0,0,0,0,0,0,1.5,28.4624763,77.0276631,0
independent,0.34,7555,450,1,1,1,1,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4445323,77.0491372,0
independent,9.9,49500,2000,2,2,2,3,1,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,0.4,8889,450,7,4,3+,4,0,0 to 1 Year Old,3,4,4,4,Fully Furnished,0,0,1,0,0,0,0,0,1,28.4601,77.02635,0
independent,2.15,13030,1650,1,1,0,1,0,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,0,47.27541,8.4897,-1
Gated Community,1.85,308333,60,8,8,3+,5,3,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,0,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,0.45,8333,540,4,2,1,2,0,1 to 5 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,0.58,10610,547,2,3,2,2,5,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,0,0,0,0,0,0,0,0,28.4601,77.02635,0
independent,1.7,18889,900,5,4,3+,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,1,1,0,0,28.6273247,75.96433886,1
independent,0.46,7302,630,6,3,3,3,0,5 to 10 Year Old,3,4,5,3,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,0.8,8155,981,5,4,1,2,0,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.3627664,76.9193261,0
independent,0.58,10591,548,2,3,2,2,5,1 to 5 Year Old,4,4,5,4,Unfurnished,0,0,0,0,0,0,0,0,0,28.4601,77.02635,0
independent,2.6,24074,1080,4,4,3+,4,0,1 to 5 Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,3,28.503445,77.0952048,0
Gated Community,2,14815,1350,5,5,2,3,0,0 to 1 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.6273247,75.96433886,1
independent,3.87,5160,6430.5,19,17,3+,5,3,1 to 5 Year Old,4,4,5,5,Fully Furnished,0,0,1,1,1,1,0,0,2,28.4601,77.02635,0
independent,0.65,144444,45,3,3,2,3,0,10+ Year Old,4,4,5,4,Fully Furnished,0,0,1,1,0,0,0,0,0,28.4601,77.02635,0
independent,2.25,9615,2340,3,2,1,1,2,10+ Year Old,4,5,5,5,Fully Furnished,0,0,0,0,0,0,0,0,1.5,28.4601,77.02635,0
Gated Community,0.85,9444,900,3,2,0,1,7,1 to 5 Year Old,3,4,4,4,Fully Furnished,0,0,1,0,0,0,0,0,0,28.4384785,77.0251655,0
Gated Community,2,10101,1980,11,10,3,3,0,10+ Year Old,3,4,4,4,Fully Furnished,1,0,0,0,0,0,0,0,2,28.4601,77.02635,0
Gated Community,10,22222,4500,5,5,2,2,0,10+ Year Old,4,4,5,5,Unfurnished,1,1,1,1,1,1,1,0,0,28.3843199,76.9122326,0
independent,3.5,32407,1080,5,4,3,3,3,10+ Year Old,4,5,5,4,Fully Furnished,0,0,1,1,0,0,0,0,0,28.503445,77.0952048,0
independent,0.55,6813,807,2,1,1,1,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,6.5,15046,4320,3,2,3+,2,0,10+ Year Old,4,4,4,4,Unfurnished,1,0,0,0,0,0,0,0,0,28.4662572,77.0142654,0
independent,1.39,11583,1200,2,2,1,3,2,10+ Year Old,5,4,5,5,Fully Furnished,1,0,1,0,0,1,0,0,1,28.4640865,77.0836441,0
independent,0.7,6034,1160,3,3,0,1,2,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,0,1,1,1,0,0,0,0,28.4601,77.02635,0
independent,0.59,10085,585,2,2,2,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,0,0,0,0,0,0.5,28.6273247,75.96433886,1
independent,4,17778,2250,5,5,2,3,0,1 to 5 Year Old,4,5,5,4,Fully Furnished,1,0,1,0,0,0,1,0,1,28.6273247,75.96433886,1
independent,12.5,40611,3078,6,5,3,4,0,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,1,0,1,0,0,0,0,2.5,28.4166536,77.0611745,0
Gated Community,1.6,29630,540,7,5,3+,4,0,10+ Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,1.6,29629,540,8,5,3+,4,0,10+ Year Old,4,5,5,4,Fully Furnished,0,0,0,1,0,0,0,0,0,28.503445,77.0952048,0
independent,2.9,10740,2700,7,7,3,2,6,10+ Year Old,3,4,4,4,Fully Furnished,0,0,1,0,0,0,0,0,0,28.4601,77.02635,0
Gated Community,0.4,4444,900,6,4,2,2,7,5 to 10 Year Old,4,4,4,4,Fully Furnished,0,0,1,1,1,0,0,0,0,28.5007712,77.0398992,0
independent,1.7,17980,945,2,2,3+,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,0,0,0,1.5,28.4423675,77.0504724,0
Gated Community,5.5,55000,1000,3,3,0,1,0,5 to 10 Year Old,4,4,5,4,Unfurnished,1,1,1,1,1,1,1,0,0,28.4243234,77.0383471,0
Gated Community,6.75,19737,3420,5,4,2,2,1,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,0,0,0,2.5,28.4601,77.02635,0
independent,5.5,5093,6430.5,3,3,3+,2,7,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,0,1,0,3,28.4601,77.02635,0
Gated Community,2.75,25463,1080,3,3,1,2,5,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,1,0,0,0,0,0,1,28.4545693,77.0826249,0
independent,0.27,12000,225,2,2,1,2,2,5 to 10 Year Old,4,4,4,4,Fully Furnished,0,0,1,0,0,0,0,0,0,28.4601,77.02635,0
independent,0.7,7007,999,2,3,1,1,1,1 to 5 Year Old,3,4,4,4,Fully Furnished,0,0,1,1,0,0,0,0,2,28.4601,77.02635,0
independent,0.95,8920,1065,10,10,3+,3,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
independent,8.1,35294,2295,5,5,2,4,0,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,0,0,0,28.4601,77.02635,0
Gated Community,7,12963,5400,4,4,3+,2,7,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,0,1,1,0,0,1,0,28.5109205,77.0065956,0
independent,0.38,8254,460,1,1,1,1,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,0,1,1,1,0,0,0,0.5,47.28167,8.45023,-1
independent,0.6,5128,1170,7,3,1,2,1,5 to 10 Year Old,4,4,4,3,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,0.65,5777,1125,2,2,1,1,1,5 to 10 Year Old,4,4,4,4,Fully Furnished,0,0,1,0,0,0,0,0,1,28.5007712,77.0398992,0
independent,7.2,15926,4521,4,4,2,1,0,10+ Year Old,5,5,5,5,Fully Furnished,0,0,0,0,0,0,0,0,1.5,28.4156048,76.931638,0
independent,1.5,11111,1350,5,5,2,3,0,10+ Year Old,3,4,4,4,Unfurnished,0,0,0,0,0,0,0,0,0,28.4601,77.02635,0
Gated Community,10,14285,6430.5,5,7,2,4,0,5 to 10 Year Old,5,5,5,4,Fully Furnished,0,0,0,0,0,0,0,0,0.5,28.4597391,77.0612091,0
Gated Community,15.5,34307,4518,5,6,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,14.75,51864,2844,16,20,3+,4,0,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,15.7,44265,4518,16,20,3+,4,2,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,9.54,29444,3240,6,5,3+,3,1,0 to 1 Year Old,5,4,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,10.55,39074,2700,5,6,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
Gated Community,15.7,38734,4466,6,7,3+,3,1,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,3.5,28.4601,77.02635,0
independent,3.65,23442,1557,9,9,3+,3,7,0 to 1 Year Old,5,5,5,4,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4983353,77.0203007,0
independent,15.7,41833,4518,6,8,2,3,2,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
independent,9,27778,3240,8,5,3+,3,0,10+ Year Old,5,5,5,5,Fully Furnished,0,0,0,1,1,1,0,0,2.5,28.4597391,77.0612091,0
Gated Community,15.7,600000,400,5,5,2,1,2,10+ Year Old,4,5,4,4,Fully Furnished,1,1,1,1,1,0,0,1,2.5,28.441611,77.1118718,0
independent,2.15,23889,900,3,3,3,3,0,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,0,0,1,0,0,0,0,3,28.4500427,77.0577093,0
independent,2.25,25000,900,6,3,3+,3,3,1 to 5 Year Old,5,4,5,4,Fully Furnished,0,0,0,1,0,0,0,0,0,28.4287011,77.0666877,0
Gated Community,7.46,10260,6430.5,4,4,3+,2,0,1 to 5 Year Old,5,4,4,3,Fully Furnished,1,1,0,1,1,0,0,0,1.5,28.5203402,77.0188612,0
Gated Community,6.75,31915,2115,12,12,3+,3,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4601,77.02635,0
independent,0.6,11102,540,8,4,3,3,7,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,0,0,1,0,0,0,0,0,28.4943133,77.0081378,0
Gated Community,3.99,8866,4500,4,5,3+,4,2,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,1.5,28.4150509,77.0642955,0
independent,6.81,36911,1845,12,14,3+,2,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,1,28.4359133,77.0584045,0
Gated Community,6.5,36111,1800,5,5,3+,3,0,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
Gated Community,6.95,15444,4500,4,4,3+,2,0,10+ Year Old,5,5,5,5,Fully Furnished,0,1,0,1,1,0,1,0,3.5,28.4156048,76.931638,0
Gated Community,7,11240,6228,5,5,3+,2,4,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,0,0.5,28.5109205,77.0065956,0
Gated Community,3.85,15437,2494,3,3,3+,4,0,0 to 1 Year Old,4,4,4,5,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.4809525,77.0090778,0
Gated Community,3.2,14351,2230,3,4,3,1,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,0,1,1,1,0,1,1,3.5,28.3931076,76.9588762,0
Gated Community,8.81,27191,3240,8,6,3+,3,0,5 to 10 Year Old,5,4,5,5,Fully Furnished,0,1,1,1,1,1,1,0,2,28.4601,77.02635,0
independent,1.45,241666,60,4,4,3+,4,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,0,1,1,0,0,1,0,1,28.4545693,77.0826249,0
independent,8.9,32963,2700,4,4,3+,2,5,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
Gated Community,6.5,33592,1935,9,9,3+,3,7,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
independent,4.49,24455,1836,9,9,3+,3,3,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,1,1,1,0,0,1,0.5,28.4449004,77.0663545,0
Gated Community,15.7,26667,6430.5,5,6,3,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,0,1,1,0,0,0,0.5,28.4104903,77.0394627,0
Gated Community,9.5,26389,3600,5,5,3+,2,4,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.5109205,77.0065956,0
Gated Community,7,194444,360,4,4,3+,3,2,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,0.5,28.4163341,77.0504907,0
independent,4.15,18444,2250,5,4,2,2,3,10+ Year Old,4,5,5,4,Fully Furnished,1,0,1,1,1,0,1,0,0,28.473784,77.0471827,0
independent,2.9,11600,2500,4,4,3,2,0,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,0,0,0,0,0.5,28.511342,77.0417054,0
Gated Community,12,38095,3150,5,6,3+,4,2,0 to 1 Year Old,3,4,4,4,Fully Furnished,1,1,0,1,1,0,0,0,1.5,28.3974292,77.0538823,0
Gated Community,8.5,13492,6300,5,6,3+,10,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,11,33951,3240,4,4,2,3,0,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,1,1,0,2.5,28.4597391,77.0612091,0
Gated Community,1.35,11157,1210,2,2,2,4,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,0,0,1,1,28.417746,77.0575589,0
independent,1.9,8444,2250,4,3,2,2,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,0,0,1,2,28.4601,77.02635,0
independent,3.25,21495,1512,5,6,3+,4,0,1 to 5 Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,0,1,0,1.5,28.4253232,77.0985157,0
Gated Community,15.7,42054,4518,6,6,3,2,0,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4601,77.02635,0
independent,7.3,1560,6430.5,9,9,2,3,3,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,0,0,1,1.5,28.4601,77.02635,0
independent,5.6,20741,2700,6,4,3,3,0,10+ Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4274166,77.1097538,0
independent,2.55,13178,1935,3,3,2,3,0,1 to 5 Year Old,4,4,5,3,Fully Furnished,0,0,0,1,0,0,0,0,0,28.4601,77.02635,0
independent,2.4,12000,2000,3,3,2,2,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,0,1,0,0,0,0,2,28.511342,77.0417054,0
Gated Community,15.7,26428,6430.5,4,4,1,1,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,0,1,1,0,0,0,0,28.4104903,77.0394627,0
independent,15.7,82540,3150,16,16,3+,4,3,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
independent,1.7,18888,900,2,1,2,2,0,10+ Year Old,4,5,5,5,Fully Furnished,0,0,0,1,0,0,0,0,0.5,28.4445813,77.0060231,0
Gated Community,1.6,31481,508,4,4,3,4,0,0 to 1 Year Old,4,4,5,5,Fully Furnished,0,0,1,1,1,0,0,0,0,28.4128851,77.0498362,0
Gated Community,4.35,13501,3222,4,4,3+,2,1,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.493087,76.9866453,0
Gated Community,6.8,20988,3240,4,4,3+,3,2,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,0,0,0,0.5,28.4163341,77.0504907,0
Gated Community,10,400000,250,12,12,3+,4,1,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4601,77.02635,0
independent,4.6,21296,2160,3,3,3+,2,1,10+ Year Old,4,4,5,4,Fully Furnished,1,0,1,1,0,0,0,0,2.5,28.4545693,77.0826249,0
Gated Community,12.5,34722,3600,4,4,3+,2,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.4601,77.02635,0
Gated Community,2.9,18626,1557,4,4,3,2,1,1 to 5 Year Old,5,5,5,4,Fully Furnished,0,1,1,1,1,1,1,1,1,28.4601,77.02635,0
independent,15.7,24366,6430.5,6,7,3+,3,2,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,0,1,1,1,1,0,3,28.4545693,77.0826249,0
independent,8,26298,3042,9,9,3,4,2,1 to 5 Year Old,5,4,5,4,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4646566,77.0839505,0
independent,2.25,7500,3000,11,11,3+,5,7,0 to 1 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,1,0,0,0.5,28.4545693,77.0826249,0
independent,8.31,24171,3438,5,6,3+,4,2,10+ Year Old,4,4,4,4,Unfurnished,0,0,0,1,0,0,0,0,3.5,28.4601,77.02635,0
independent,6.21,23000,2700,6,6,3+,4,2,10+ Year Old,4,4,4,4,Fully Furnished,0,0,0,1,1,0,0,0,3.5,28.4601,77.02635,0
independent,7.35,29697,2475,6,4,3+,3,2,10+ Year Old,4,4,5,4,Fully Furnished,1,0,0,0,0,0,0,0,3.5,28.4601,77.02635,0
Gated Community,4.5,33333,1350,5,3,2,3,0,10+ Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,1,0,0,2,28.4601,77.02635,0
independent,6.5,36111,1800,4,3,3,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,0,0,0,2,28.4601,77.02635,0
Gated Community,1.83,6778,2700,4,4,2,4,0,0 to 1 Year Old,5,4,4,5,Fully Furnished,1,1,1,0,0,0,0,1,1,28.4601,77.02635,0
Gated Community,7.35,22812,3222,4,5,2,2,4,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4104903,77.0394627,0
Gated Community,10.5,261194,402,4,4,2,2,0,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,0,0,0,1.5,28.4601,77.02635,0
Gated Community,2.75,178571,154,3,3,1,2,3,10+ Year Old,4,4,5,5,Fully Furnished,0,1,1,1,1,1,0,0,0.5,28.4163341,77.0504907,0
independent,6.5,27461,2367,12,12,3+,4,3,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,2,28.4359133,77.0584045,0
Gated Community,7.5,31686,2367,9,9,3+,4,7,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.4601,77.02635,0
Gated Community,8,22222,3600,6,7,3+,51,2,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,2.5,28.3864052,77.0598046,0
independent,5.5,23061,2385,8,8,3+,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,1.5,28.4359133,77.0584045,0
independent,4.35,32222,1350,5,4,3,3,1,10+ Year Old,5,5,5,5,Unfurnished,1,1,1,1,1,1,1,0,0.5,28.483901,77.0846097,0
Gated Community,2.75,17662,1557,3,3,3,2,0,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,1,0,0,0,0,0,0,2,28.4983353,77.0203007,0
Gated Community,15.7,39841,4518,6,6,2,3,1,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,2,28.4601,77.02635,0
Gated Community,15.7,37627,4518,5,6,3,2,3,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,2.5,28.4601,77.02635,0
Gated Community,3.75,23148,1620,3,4,3,2,0,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,0,1,1,1,0,1,0,2.5,28.4232478,77.0804487,0
Gated Community,13.5,29880,4518,5,5,3,2,0,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
independent,4.75,20068,2367,7,5,3+,3,6,10+ Year Old,4,4,5,5,Fully Furnished,0,0,1,1,0,1,1,0,1.5,28.506318,77.0655182,0
independent,5.1,16569,3078,3,2,0,1,0,10+ Year Old,5,4,4,5,Fully Furnished,0,0,1,1,0,1,1,0,0.5,28.5056942,77.0463022,0
independent,3.9,21242,1836,6,6,3+,3,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,0,0,0,0,0,2.5,28.4351423,77.0403538,0
Gated Community,6.25,11574,5400,4,4,3+,2,0,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,1,0,0,0,1,0.5,28.5109205,77.0065956,0
independent,10.55,32562,3240,5,5,3,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,1.5,28.4150509,77.0642955,0
Gated Community,2.01,13000,1546,3,3,3,4,1,0 to 1 Year Old,4,4,5,4,Unfurnished,1,1,1,0,0,0,0,1,0,28.4110188,77.0963685,0
independent,3.25,22429,1449,4,4,3+,3,0,5 to 10 Year Old,5,5,5,4,Fully Furnished,0,0,1,1,1,1,1,0,3.5,28.4540044,77.0497179,0
independent,9.25,39530,2340,12,12,3+,4,2,0 to 1 Year Old,5,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,2,28.6273247,75.96433886,1
Gated Community,6,22222,2700,5,4,3,3,2,0 to 1 Year Old,5,4,4,4,Fully Furnished,0,1,1,1,1,1,1,0,1,28.3846684,77.0220391,0
independent,5.25,38889,1350,4,4,3+,2,0,1 to 5 Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,1,1,1,1.5,28.4601,77.02635,0
independent,3.6,19231,1809,12,12,3+,4,2,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,0,1,1,0,0,0,3,28.483901,77.0846097,0
